timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
2015/7/19 5:00,138,16,16,68,14,7,0,1,1
2015/7/19 6:00,114,15.5,15.5,79.5,17,7,0,1,1
2015/7/19 7:00,183,15.5,15.5,79.5,12,7,0,1,1
2015/7/19 8:00,416,17,17,63.5,18.5,1,0,1,1
2015/7/19 9:00,891,18.5,18.5,52,20,1,0,1,1
2015/7/19 10:00,1625,20.5,20.5,49.5,26,2,0,1,1
2015/7/19 11:00,2163,22,21,45.5,24,1,0,1,1
2015/7/19 12:00,2829,23,22.5,42.5,27,2,0,1,1
2015/7/19 13:00,2959,23,22.5,42.5,28,2,0,1,1
2015/7/19 14:00,3025,23.5,23.5,42.5,28,1,0,1,1
2015/7/19 15:00,3049,24.5,24.5,41.5,29.5,1,0,1,1
2015/7/19 16:00,3286,25,24,34,30,1,0,1,1
2015/7/19 17:00,3199,24,23,34,29.5,1,0,1,1
2015/7/19 18:00,2978,24,23,28,25,1,0,1,1
2015/7/19 19:00,2421,23.5,22.5,25.5,22,1,0,1,1
2015/7/19 20:00,1834,22.5,21.5,23.5,21,1,0,1,1
2015/7/19 21:00,1355,20.5,20.5,30.5,16,1,0,1,1
2015/7/19 22:00,934,20,20,36.5,9,1,0,1,1
2015/7/19 23:00,637,18.5,18.5,51.5,8,1,0,1,1
2015/7/20 0:00,387,18,18,70.5,9,1,0,0,1
2015/7/20 1:00,201,17.5,17.5,75,5,1,0,0,1
2015/7/20 2:00,143,17,17,77,5.5,1,0,0,1
2015/7/20 3:00,97,17,17,77,6.5,1,0,0,1
2015/7/20 4:00,66,17,17,77,5.5,4,0,0,1
2015/7/20 5:00,129,17,17,77,5,4,0,0,1
2015/7/20 6:00,716,18,18,75.5,6.5,3,0,0,1
2015/7/20 7:00,1834,18,18,75.5,7,3,0,0,1
2015/7/20 8:00,2418,17.5,17.5,77.5,7.5,7,0,0,1
2015/7/20 9:00,1921,17,17,85.5,7.5,7,0,0,1
2015/7/20 10:00,982,17.5,17.5,91,8,3,0,0,1
2015/7/20 11:00,982,19.5,19.5,83,8,3,0,0,1
2015/7/20 12:00,1412,21,21,78,13,3,0,0,1
2015/7/20 16:00,2269,23,23,71.5,25,3,0,0,1
2015/7/20 17:00,4223,23,23,71.5,24,2,0,0,1
2015/7/20 18:00,3880,22,22,75.5,23,3,0,0,1
2015/7/20 19:00,2134,21,21,83,23,7,0,0,1
2015/7/20 20:00,1406,21,21,83,19.5,3,0,0,1
2015/7/20 21:00,952,20.5,20.5,78,24,2,0,0,1
2015/7/20 22:00,589,20,20,78,25,2,0,0,1
2015/7/20 23:00,422,19.5,19.5,75.5,23,3,0,0,1
2015/7/21 0:00,265,18.5,18.5,62,31.5,3,0,0,1
2015/7/21 1:00,145,17,17,70.5,22,1,0,0,1
2015/7/21 2:00,86,17,17,70.5,23,1,0,0,1
2015/7/21 3:00,58,16,16,77,18.5,1,0,0,1
2015/7/21 4:00,48,16,16,77,17,1,0,0,1
2015/7/21 5:00,150,16,16,77,18,1,0,0,1
2015/7/21 6:00,819,16,16,74.5,18.5,1,0,0,1
2015/7/21 7:00,2455,17.5,17.5,66,19.5,1,0,0,1
2015/7/21 8:00,4618,19,19,64,24,1,0,0,1
2015/7/21 9:00,2572,19.5,19.5,62,24,2,0,0,1
2015/7/21 10:00,1345,21.5,21.5,53.5,20,2,0,0,1
2015/7/21 11:00,1359,22.5,22.5,51.5,18.5,2,0,0,1
2015/7/21 12:00,1714,24,24,45.5,25,2,0,0,1
2015/7/21 13:00,1741,24.5,24.5,44.5,21,3,0,0,1
2015/7/21 14:00,1629,25.5,25.5,40.5,21,2,0,0,1
2015/7/21 15:00,1816,24.5,24.5,40,26,1,0,0,1
2015/7/21 16:00,2577,25,25,36,27,1,0,0,1
2015/7/21 17:00,4666,24.5,24.5,38.5,29,1,0,0,1
2015/7/21 18:00,4753,23.5,23.5,42.5,28,1,0,0,1
2015/7/21 19:00,2841,22.5,22.5,53.5,26,2,0,0,1
2015/7/21 20:00,2000,21,21,60,21.5,2,0,0,1
2015/7/21 21:00,1458,20,20,64,18.5,1,0,0,1
2015/7/21 22:00,963,19,19,66,20,1,0,0,1
2015/7/21 23:00,618,19,19,64,20,2,0,0,1
2015/7/22 0:00,358,18.5,18.5,66,15,2,0,0,1
2015/7/22 1:00,179,17.5,17.5,72.5,14,1,0,0,1
2015/7/22 2:00,124,17,17,77,15,1,0,0,1
2015/7/22 3:00,93,16.5,16.5,77,13,1,0,0,1
2015/7/22 4:00,57,16,16,77,10,1,0,0,1
2015/7/22 5:00,161,16,16,77,9,1,0,0,1
2015/7/22 6:00,804,17,17,73,13,1,0,0,1
2015/7/22 7:00,2574,18.5,18.5,66,16,2,0,0,1
2015/7/22 8:00,4654,19,19,64,20.5,2,0,0,1
2015/7/22 9:00,2492,20.5,20.5,58.5,19.5,2,0,0,1
2015/7/22 10:00,1267,21,21,53.5,19.5,2,0,0,1
2015/7/22 11:00,1268,22,21.5,48.5,21,2,0,0,1
2015/7/22 12:00,1666,22.5,22,45.5,23,2,0,0,1
2015/7/22 13:00,1709,22.5,22,47,24,2,0,0,1
2015/7/22 14:00,1637,21.5,21,50,24,1,0,0,1
2015/7/22 15:00,1537,21.5,21,50,28,7,0,0,1
2015/7/22 16:00,2080,19,19,62,24,7,0,0,1
2015/7/22 17:00,4148,20,20,60.5,19,2,0,0,1
2015/7/22 18:00,4307,21,21,57,16,2,0,0,1
2015/7/22 19:00,2393,20.5,20.5,58.5,15,2,0,0,1
2015/7/22 20:00,1692,19.5,19.5,54.5,17,2,0,0,1
2015/7/22 21:00,1187,19,19,56,16,2,0,0,1
2015/7/22 22:00,898,19,19,54,15.5,1,0,0,1
2015/7/22 23:00,630,18.5,18.5,58,19,1,0,0,1
2015/7/23 0:00,313,17.5,17.5,62,14,1,0,0,1
2015/7/23 1:00,177,16.5,16.5,66,16,1,0,0,1
2015/7/23 2:00,102,15.5,15.5,70,10,1,0,0,1
2015/7/23 3:00,88,14.5,14.5,74.5,11,1,0,0,1
2015/7/23 4:00,70,14,14,77,13,1,0,0,1
2015/7/23 5:00,154,13.5,13.5,79.5,14,1,0,0,1
2015/7/23 6:00,795,14,14,77,14,1,0,0,1
2015/7/23 7:00,2491,15,15,72,13,2,0,0,1
2015/7/23 8:00,4536,16.5,16.5,66,14,2,0,0,1
2015/7/23 9:00,2389,17,17,64,14,2,0,0,1
2015/7/23 10:00,1357,18,18,60,14,2,0,0,1
2015/7/23 11:00,1277,18.5,18.5,56,14,2,0,0,1
2015/7/23 12:00,1716,20,20,47.5,14,2,0,0,1
2015/7/23 13:00,1857,20.5,20.5,44.5,15,2,0,0,1
2015/7/23 14:00,1781,21.5,21,40.5,18,1,0,0,1
2015/7/23 15:00,1738,21,21,41.5,17,1,0,0,1
2015/7/23 16:00,2467,21,21,43,18.5,1,0,0,1
2015/7/23 17:00,4242,21.5,21,39,15,1,0,0,1
2015/7/23 18:00,4079,21,21,40,14,1,0,0,1
2015/7/23 19:00,2594,21,21,40,14,1,0,0,1
2015/7/23 20:00,1783,20,20,43,13,1,0,0,1
2015/7/23 21:00,1308,20,20,47.5,8,1,0,0,1
2015/7/23 22:00,1014,19,19,54,11,2,0,0,1
2015/7/23 23:00,764,19,19,52,7,1,0,0,1
2015/7/24 0:00,433,18.5,18.5,52.5,8,1,0,0,1
2015/7/24 1:00,268,18,18,56,7.5,1,0,0,1
2015/7/24 2:00,156,17.5,17.5,56,6,1,0,0,1
2015/7/24 3:00,113,17,17,59,5.5,1,0,0,1
2015/7/24 4:00,70,17,17,59,6,1,0,0,1
2015/7/24 5:00,143,17,17,59,6.5,1,0,0,1
2015/7/24 6:00,679,17,17,59,8.5,1,0,0,1
2015/7/24 7:00,1957,16.5,16.5,63.5,11,1,0,0,1
2015/7/24 8:00,3524,17,17,64,11,7,0,0,1
2015/7/24 9:00,1760,17,17,70.5,10,7,0,0,1
2015/7/24 10:00,703,17,17,70.5,8,7,0,0,1
2015/7/24 11:00,344,16.5,16.5,80,7,7,0,0,1
2015/7/24 12:00,338,16,16,77,7.5,7,0,0,1
2015/7/24 13:00,295,16,16,83,13,7,0,0,1
2015/7/24 14:00,293,15,15,88,19,7,0,0,1
2015/7/24 15:00,243,15,15,88,19.5,7,0,0,1
2015/7/24 16:00,269,14,14,91,14,7,0,0,1
2015/7/24 17:00,907,14,14,94,17,7,0,0,1
2015/7/24 18:00,1490,14,14,91,19,3,0,0,1
2015/7/24 19:00,674,14.5,14.5,88,16,7,0,0,1
2015/7/24 20:00,367,14,14,94,15,3,0,0,1
2015/7/24 21:00,407,14,14,88,15,3,0,0,1
2015/7/24 22:00,398,14,14,88,14,7,0,0,1
2015/7/24 23:00,203,14,14,91,11,7,0,0,1
2015/7/25 0:00,189,14,14,91,16,7,0,1,1
2015/7/25 1:00,160,14,14,88,15,7,0,1,1
2015/7/25 2:00,111,13,13,88,19.5,7,0,1,1
2015/7/25 3:00,83,13,13,82,23,7,0,1,1
2015/7/25 4:00,112,12.5,12.5,85,19.5,7,0,1,1
2015/7/25 5:00,105,12.5,12.5,85,16,3,0,1,1
2015/7/25 6:00,139,13.5,13.5,82.5,22,2,0,1,1
2015/7/25 7:00,269,13.5,13.5,79.5,26,2,0,1,1
2015/7/25 8:00,595,14.5,14.5,70,25,2,0,1,1
2015/7/25 9:00,1069,15.5,15.5,63.5,28,2,0,1,1
2015/7/25 10:00,1569,16,16,55.5,29.5,2,0,1,1
2015/7/25 11:00,2112,17.5,17.5,49,28,2,0,1,1
2015/7/25 12:00,2626,18,18,49,26,2,0,1,1
2015/7/25 13:00,2742,19,19,43,24,1,0,1,1
2015/7/25 14:00,2876,19.5,19.5,41.5,25,1,0,1,1
2015/7/25 15:00,3105,19.5,19.5,44.5,22,1,0,1,1
2015/7/25 16:00,2909,20,20,44.5,18,1,0,1,1
2015/7/25 17:00,2737,20,20,46,17.5,1,0,1,1
2015/7/25 18:00,2460,20.5,20.5,44.5,10,1,0,1,1
2015/7/25 19:00,2147,20,20,44.5,7.5,1,0,1,1
2015/7/25 20:00,1649,20,20,46,12,1,0,1,1
2015/7/25 21:00,1113,19,19,49,12.5,1,0,1,1
2015/7/25 22:00,887,18.5,18.5,50.5,17,1,0,1,1
2015/7/25 23:00,844,17,17,59,19,1,0,1,1
2015/7/26 0:00,733,16,16,63,15,1,0,1,1
2015/7/26 1:00,605,15,15,68,12,1,0,1,1
2015/7/26 2:00,469,15,15,68,13,1,0,1,1
2015/7/26 3:00,344,14,14,72,12,1,0,1,1
2015/7/26 4:00,222,14,14,69.5,9,1,0,1,1
2015/7/26 5:00,149,14,14,65,7,1,0,1,1
2015/7/26 6:00,163,15,15,61,7.5,1,0,1,1
2015/7/26 7:00,216,15.5,15.5,72,10,1,0,1,1
2015/7/26 8:00,337,16,16,68,16,2,0,1,1
2015/7/26 9:00,273,15.5,15.5,77,16,7,0,1,1
2015/7/26 10:00,209,15,15,88,14,7,0,1,1
2015/7/26 11:00,239,14,14,88,19.5,7,0,1,1
2015/7/26 12:00,585,14,14,85,13,3,0,1,1
2015/7/26 13:00,602,14,14,88,16,3,0,1,1
2015/7/26 14:00,615,14.5,14.5,85,19.5,7,0,1,1
2015/7/26 15:00,806,15,15,82,19.5,7,0,1,1
2015/7/26 16:00,786,15,15,88,19.5,7,0,1,1
2015/7/26 17:00,1064,16,16,85.5,20,7,0,1,1
2015/7/26 18:00,1069,17,17,85.5,19.5,3,0,1,1
2015/7/26 19:00,879,18,18,83,20,2,0,1,1
2015/7/26 20:00,770,18,18,78,20,2,0,1,1
2015/7/26 21:00,521,17.5,17.5,80.5,24,2,0,1,1
2015/7/26 22:00,432,17,17,80,24,3,0,1,1
2015/7/26 23:00,310,16,16,83,24,3,0,1,1
2015/7/27 0:00,211,16,16,83,24,7,0,0,1
2015/7/27 1:00,122,16,16,83,23,7,0,0,1
2015/7/27 2:00,78,16,16,83,23,3,0,0,1
2015/7/27 3:00,33,16,16,83,22,7,0,0,1
2015/7/27 4:00,46,16,16,83,26,4,0,0,1
2015/7/27 5:00,108,16,16,83,27,4,0,0,1
2015/7/27 6:00,635,16.5,16.5,80,26,3,0,0,1
2015/7/27 7:00,1935,17,17,77,26,3,0,0,1
2015/7/27 8:00,3834,17.5,17.5,75,30.5,3,0,0,1
2015/7/27 9:00,1892,17,17,77,30,3,0,0,1
2015/7/27 10:00,1016,19,19,64,24,3,0,0,1
2015/7/27 11:00,948,19,19,64,30.5,3,0,0,1
2015/7/27 12:00,1312,20.5,20.5,58.5,27,2,0,0,1
2015/7/27 13:00,1479,20.5,20.5,54.5,33,3,0,0,1
2015/7/27 14:00,1344,21,21,50,32,2,0,0,1
2015/7/27 15:00,1494,20,20,49,37,2,0,0,1
2015/7/27 16:00,2001,19.5,19.5,50.5,35,3,0,0,1
2015/7/27 17:00,3881,19,19,52,30.5,2,0,0,1
2015/7/27 18:00,3903,19,19,52,31,3,0,0,1
2015/7/27 19:00,2271,18,18,56,31,2,0,0,1
2015/7/27 20:00,1413,18,18,56,28,2,0,0,1
2015/7/27 21:00,888,17,17,59,28,2,0,0,1
2015/7/27 22:00,646,16,16,68,26,3,0,0,1
2015/7/27 23:00,414,16,16,72,26.5,3,0,0,1
2015/7/28 0:00,259,16,16,72,28.5,3,0,0,1
2015/7/28 1:00,175,16,16,72,31,7,0,0,1
2015/7/28 2:00,94,15.5,15.5,74.5,30.5,7,0,0,1
2015/7/28 3:00,64,15,15,77,27,4,0,0,1
2015/7/28 4:00,51,15,15,74.5,26,3,0,0,1
2015/7/28 5:00,139,15,15,72,29.5,4,0,0,1
2015/7/28 6:00,799,14,14,77,22,2,0,0,1
2015/7/28 7:00,2414,15.5,15.5,70,27,2,0,0,1
2015/7/28 8:00,4471,16.5,16.5,61,33,2,0,0,1
2015/7/28 9:00,2124,17,17,56,34,2,0,0,1
2015/7/28 10:00,1119,17.5,17.5,54,31.5,3,0,0,1
2015/7/28 11:00,1165,18.5,18.5,50.5,34,3,0,0,1
2015/7/28 12:00,1541,19,19,49,32.5,3,0,0,1
2015/7/28 13:00,1472,19.5,19.5,46,37,2,0,0,1
2015/7/28 14:00,1553,20,20,43,29,2,0,0,1
2015/7/28 15:00,1642,20,20,43,28,1,0,0,1
2015/7/28 16:00,2181,20,20,43,31,1,0,0,1
2015/7/28 17:00,4090,20,20,43,28,2,0,0,1
2015/7/28 18:00,4200,19,19,49,25.5,7,0,0,1
2015/7/28 19:00,2527,18,18,47.5,27,1,0,0,1
2015/7/28 20:00,1613,17,17,56,20.5,2,0,0,1
2015/7/28 21:00,1100,16,16,63,16,3,0,0,1
2015/7/28 22:00,774,16,16,55,20,1,0,0,1
2015/7/28 23:00,534,15,15,63,20,1,0,0,1
2015/7/29 0:00,270,14.5,14.5,65,20.5,1,0,0,1
2015/7/29 1:00,146,14,14,67,19.5,1,0,0,1
2015/7/29 2:00,102,13,13,77,20,1,0,0,1
2015/7/29 3:00,60,12.5,12.5,79.5,18,1,0,0,1
2015/7/29 4:00,50,12,12,77,19,1,0,0,1
2015/7/29 5:00,137,12,12,79.5,19.5,1,0,0,1
2015/7/29 6:00,764,12,12,77,17,2,0,0,1
2015/7/29 7:00,2355,13.5,13.5,69.5,19,2,0,0,1
2015/7/29 8:00,4457,14.5,14.5,65,20.5,2,0,0,1
2015/7/29 9:00,2271,16,16,59.5,22,2,0,0,1
2015/7/29 10:00,1256,16.5,16.5,53.5,21,2,0,0,1
2015/7/29 11:00,1247,17.5,17.5,50.5,24,2,0,0,1
2015/7/29 12:00,1564,18,18,47.5,21.5,3,0,0,1
2015/7/29 13:00,1666,18,18,49,19,2,0,0,1
2015/7/29 14:00,1522,18.5,18.5,47.5,22,2,0,0,1
2015/7/29 15:00,1785,19,19,46,20,2,0,0,1
2015/7/29 16:00,2222,19,19,46,19,2,0,0,1
2015/7/29 17:00,4029,19,19,46,19.5,2,0,0,1
2015/7/29 18:00,4023,18,18,54,22,2,0,0,1
2015/7/29 19:00,2627,18,18,54,18.5,1,0,0,1
2015/7/29 20:00,1652,17,17,60,21.5,2,0,0,1
2015/7/29 21:00,1159,16,16,63,16,2,0,0,1
2015/7/29 22:00,778,16,16,63,17,1,0,0,1
2015/7/29 23:00,619,15.5,15.5,65.5,16,2,0,0,1
2015/7/30 0:00,318,15,15,70,14,7,0,0,1
2015/7/30 1:00,178,15,15,68,14,3,0,0,1
2015/7/30 2:00,121,15,15,68,15,3,0,0,1
2015/7/30 3:00,46,14,14,72,15,1,0,0,1
2015/7/30 4:00,58,14,14,72,15,1,0,0,1
2015/7/30 5:00,142,13,13,74.5,14,2,0,0,1
2015/7/30 6:00,730,13,13,72,12,2,0,0,1
2015/7/30 7:00,2330,14,14,67,17.5,2,0,0,1
2015/7/30 8:00,4268,15,15,61,19,2,0,0,1
2015/7/30 9:00,2321,15.5,15.5,59,20.5,3,0,0,1
2015/7/30 10:00,1218,16,16,57,18,2,0,0,1
2015/7/30 11:00,1075,16.5,16.5,55.5,19.5,2,0,0,1
2015/7/30 12:00,1587,17,17,54,19,2,0,0,1
2015/7/30 13:00,1581,17,17,52,19,2,0,0,1
2015/7/30 14:00,1558,18,18,52,19,2,0,0,1
2015/7/30 15:00,1719,19,19,43,14,2,0,0,1
2015/7/30 16:00,2314,19,19,43,15,1,0,0,1
2015/7/30 17:00,3820,18,18,50.5,14,2,0,0,1
2015/7/30 18:00,3771,18,18,50.5,13,2,0,0,1
2015/7/30 19:00,2583,18,18,49,9,1,0,0,1
2015/7/30 20:00,1657,17,17,56,15,1,0,0,1
2015/7/30 21:00,1189,16,16,61,12,1,0,0,1
2015/7/30 22:00,899,15,15,68,9,1,0,0,1
2015/7/30 23:00,662,14.5,14.5,70,5,1,0,0,1
2015/7/31 0:00,472,14,14,74.5,6,1,0,0,1
2015/7/31 1:00,253,14,14,72,3,1,0,0,1
2015/7/31 2:00,173,13,13,82,5,1,0,0,1
2015/7/31 3:00,107,12,12,88,6,1,0,0,1
2015/7/31 4:00,93,11.5,11.5,85,6,1,0,0,1
2015/7/31 5:00,139,11,11,88,6,1,0,0,1
2015/7/31 6:00,639,11.5,11.5,82,4,1,0,0,1
2015/7/31 7:00,2021,13.5,13.5,79.5,6,1,0,0,1
2015/7/31 8:00,3874,15.5,15.5,67.5,6,1,0,0,1
2015/7/31 9:00,2367,16,16,63,7,1,0,0,1
2015/7/31 10:00,1351,18.5,18.5,50.5,7.5,3,0,0,1
2015/7/31 11:00,1289,18.5,18.5,49,6.5,3,0,0,1
2015/7/31 12:00,1643,21,21,38,12,1,0,0,1
2015/7/31 13:00,1894,20.5,20.5,38,8,1,0,0,1
2015/7/31 14:00,1798,21,20.5,35.5,6.5,1,0,0,1
2015/7/31 15:00,1920,21.5,21,40.5,11,1,0,0,1
2015/7/31 16:00,2574,21.5,21,40.5,13,1,0,0,1
2015/7/31 17:00,3993,21,21,41.5,10,1,0,0,1
2015/7/31 18:00,3275,20.5,20.5,44.5,12,2,0,0,1
2015/7/31 19:00,2260,20,20,46,14,1,0,0,1
2015/7/31 20:00,1597,19,19,49,13,1,0,0,1
2015/7/31 21:00,1188,18,18,49,11,1,0,0,1
2015/7/31 22:00,920,17.5,17.5,50.5,9,1,0,0,1
2015/7/31 23:00,835,16.5,16.5,53.5,8,1,0,0,1
2015/8/1 0:00,680,15.5,15.5,57,9,1,0,1,1
2015/8/1 1:00,621,14.5,14.5,61,8,1,0,1,1
2015/8/1 2:00,477,14,14,65,9,1,0,1,1
2015/8/1 3:00,297,13.5,13.5,69.5,9,1,0,1,1
2015/8/1 4:00,175,13,13,72,9,1,0,1,1
2015/8/1 5:00,141,13,13,72,8,1,0,1,1
2015/8/1 6:00,179,13,13,72,10,1,0,1,1
2015/8/1 7:00,327,14.5,14.5,65,9,1,0,1,1
2015/8/1 8:00,728,15.5,15.5,61,9,1,0,1,1
2015/8/1 9:00,1535,17.5,17.5,52,11,1,0,1,1
2015/8/1 10:00,2287,18,18,52,13,1,0,1,1
2015/8/1 11:00,2848,19.5,19.5,44.5,13,2,0,1,1
2015/8/1 12:00,3537,20.5,20.5,43,12,2,0,1,1
2015/8/1 13:00,3867,20.5,20.5,40.5,16,1,0,1,1
2015/8/1 14:00,4175,22.5,21.5,37,18,1,0,1,1
2015/8/1 15:00,3873,22,21,39.5,18.5,1,0,1,1
2015/8/1 16:00,3675,21.5,21,40.5,19.5,1,0,1,1
2015/8/1 17:00,3402,21,21,44.5,19.5,1,0,1,1
2015/8/1 18:00,2914,21,21,46,16,1,0,1,1
2015/8/1 19:00,2393,20.5,20.5,51.5,17,2,0,1,1
2015/8/1 20:00,1767,19,19,56,14,1,0,1,1
2015/8/1 21:00,1248,19,19,58,12,1,0,1,1
2015/8/1 22:00,924,18,18,64,12,1,0,1,1
2015/8/1 23:00,947,17,17,73,11,1,0,1,1
2015/8/2 0:00,794,16,16,77,11,1,0,1,1
2015/8/2 1:00,631,16,16,77,11,1,0,1,1
2015/8/2 2:00,434,15,15,82,9,1,0,1,1
2015/8/2 3:00,365,15,15,82,8,1,0,1,1
2015/8/2 4:00,252,14,14,88,8,1,0,1,1
2015/8/2 5:00,351,14,14,85,8,1,0,1,1
2015/8/2 6:00,360,14.5,14.5,79.5,5.5,1,0,1,1
2015/8/2 7:00,372,16.5,16.5,70,4,1,0,1,1
2015/8/2 8:00,550,17,17,68,6.5,1,0,1,1
2015/8/2 9:00,1079,18,18,68,8,2,0,1,1
2015/8/2 10:00,1850,20,20,60,9,2,0,1,1
2015/8/2 11:00,2611,21.5,21.5,55,12,2,0,1,1
2015/8/2 12:00,3449,22.5,22.5,48.5,12,2,0,1,1
2015/8/2 13:00,3777,24,23.5,40,13,2,0,1,1
2015/8/2 14:00,3794,25,25,36,13,1,0,1,1
2015/8/2 15:00,3881,25,24,33,16,1,0,1,1
2015/8/2 16:00,3660,25,24.5,34,17.5,1,0,1,1
2015/8/2 17:00,3857,25,24,32,17,1,0,1,1
2015/8/2 18:00,3465,25,24,32,17,1,0,1,1
2015/8/2 19:00,2875,24,23,35,16,1,0,1,1
2015/8/2 20:00,2126,22.5,21.5,42.5,12,1,0,1,1
2015/8/2 21:00,1308,20.5,20.5,58.5,19.5,1,0,1,1
2015/8/2 22:00,874,20,20,49.5,23,1,0,1,1
2015/8/2 23:00,580,19,19,54,24,1,0,1,1
2015/8/3 0:00,376,18,18,64,20,1,0,0,1
2015/8/3 1:00,215,18,18,68,7.5,1,0,0,1
2015/8/3 2:00,125,18,18,66,9,1,0,0,1
2015/8/3 3:00,57,17.5,17.5,68,6,1,0,0,1
2015/8/3 4:00,73,18,18,66,5,1,0,0,1
2015/8/3 5:00,153,18,18,66,8.5,1,0,0,1
2015/8/3 6:00,618,18.5,18.5,70.5,16,1,0,0,1
2015/8/3 7:00,2034,19,19,75.5,20,3,0,0,1
2015/8/3 8:00,4042,20,20,73,18.5,2,0,0,1
2015/8/3 9:00,2193,21,21,69,24,2,0,0,1
2015/8/3 10:00,1234,22,22,65,22,3,0,0,1
2015/8/3 11:00,1204,22.5,22.5,61,23,2,0,0,1
2015/8/3 12:00,1497,23,23,57,25,3,0,0,1
2015/8/3 13:00,1595,24,24,54,26,3,0,0,1
2015/8/3 14:00,1658,23,23,61,27,2,0,0,1
2015/8/3 15:00,1775,22.5,22.5,63,26,2,0,0,1
2015/8/3 16:00,2297,21,21,73,24,3,0,0,1
2015/8/3 17:00,4179,20.5,20.5,71,20.5,3,0,0,1
2015/8/3 18:00,3893,20,20,69,21,3,0,0,1
2015/8/3 19:00,2465,19.5,19.5,71,18,3,0,0,1
2015/8/3 20:00,1526,19,19,68,16,2,0,0,1
2015/8/3 21:00,1061,18.5,18.5,75.5,13,2,0,0,1
2015/8/3 22:00,700,17,17,83,12,1,0,0,1
2015/8/3 23:00,432,17.5,17.5,80.5,15,7,0,0,1
2015/8/4 0:00,231,17,17,80,14,7,0,0,1
2015/8/4 1:00,167,17,17,77,16,1,0,0,1
2015/8/4 2:00,104,17,17,77,18,1,0,0,1
2015/8/4 3:00,65,16.5,16.5,80,14,1,0,0,1
2015/8/4 4:00,71,16,16,77,19,1,0,0,1
2015/8/4 5:00,159,15,15,79.5,15,1,0,0,1
2015/8/4 6:00,791,15,15,77,17,1,0,0,1
2015/8/4 7:00,2358,16.5,16.5,68,23,1,0,0,1
2015/8/4 8:00,4611,17.5,17.5,62,25,1,0,0,1
2015/8/4 9:00,2224,18.5,18.5,54,30.5,2,0,0,1
2015/8/4 10:00,1331,20.5,20.5,47.5,29.5,2,0,0,1
2015/8/4 11:00,1246,21,21,46,27,3,0,0,1
2015/8/4 12:00,1661,19.5,19.5,54.5,27,3,0,0,1
2015/8/4 13:00,1681,20,20,53,26,2,0,0,1
2015/8/4 14:00,1528,20.5,20.5,47.5,27,3,0,0,1
2015/8/4 15:00,1797,21,21,44.5,30.5,4,0,0,1
2015/8/4 16:00,2297,21.5,21,45,25,3,0,0,1
2015/8/4 17:00,4364,21,21,46,29,2,0,0,1
2015/8/4 18:00,4297,20,20,49,26,2,0,0,1
2015/8/4 19:00,2587,19.5,19.5,47.5,26,1,0,0,1
2015/8/4 20:00,1718,18,18,56,28,2,0,0,1
2015/8/4 21:00,1077,17,17,64,20,1,0,0,1
2015/8/4 22:00,738,17,17,64,20.5,1,0,0,1
2015/8/4 23:00,541,16,16,68,17,1,0,0,1
2015/8/5 0:00,304,16,16,68,12,1,0,0,1
2015/8/5 1:00,186,16,16,72,11,1,0,0,1
2015/8/5 2:00,82,16,16,72,10,1,0,0,1
2015/8/5 3:00,61,16,16,72,9,1,0,0,1
2015/8/5 4:00,50,16,16,72,9,1,0,0,1
2015/8/5 5:00,143,16,16,72,11,1,0,0,1
2015/8/5 6:00,734,16,16,77,13,2,0,0,1
2015/8/5 7:00,2335,17,17,73,9,2,0,0,1
2015/8/5 8:00,4436,17.5,17.5,68.5,10,2,0,0,1
2015/8/5 9:00,2287,19,19,60,8,2,0,0,1
2015/8/5 10:00,1235,20,20,54.5,12,3,0,0,1
2015/8/5 11:00,1304,21,21,51.5,13,2,0,0,1
2015/8/5 12:00,1680,21.5,21.5,50,13,2,0,0,1
2015/8/5 13:00,1578,21,21,50,12,2,0,0,1
2015/8/5 14:00,1638,21,21,50,16,1,0,0,1
2015/8/5 15:00,1798,21,21,50,15,1,0,0,1
2015/8/5 16:00,2886,21.5,21,45,15,1,0,0,1
2015/8/5 17:00,3953,21,21,51.5,12,7,0,0,1
2015/8/5 18:00,4106,19.5,19.5,58,17,1,0,0,1
2015/8/5 19:00,2816,19,19,64,12,1,0,0,1
2015/8/5 20:00,1895,18,18,75.5,8,7,0,0,1
2015/8/5 21:00,1264,17,17,80,5,2,0,0,1
2015/8/5 22:00,1221,17,17,83,6.5,1,0,0,1
2015/8/5 23:00,778,17,17,80,7,1,0,0,1
2015/8/6 0:00,430,17.5,17.5,75,7.5,1,0,0,1
2015/8/6 1:00,180,17,17,75,7.5,1,0,0,1
2015/8/6 2:00,105,17.5,17.5,68.5,11,1,0,0,1
2015/8/6 3:00,60,17,17,68,13,1,0,0,1
2015/8/6 4:00,55,18,18,64,10,1,0,0,1
2015/8/6 5:00,266,17,17,75,11,1,0,0,1
2015/8/6 6:00,1758,18,18,78,11,2,0,0,1
2015/8/6 7:00,4793,18,18,80.5,10,3,0,0,1
2015/8/6 8:00,6585,19,19,78,12,7,0,0,1
2015/8/6 9:00,3859,18.5,18.5,85.5,17.5,7,0,0,1
2015/8/6 10:00,2234,20,20,69,19.5,2,0,0,1
2015/8/6 11:00,2140,20,20,71,17,3,0,0,1
2015/8/6 12:00,2317,20.5,20.5,69,18.5,3,0,0,1
2015/8/6 13:00,2598,22.5,22.5,59,19.5,2,0,0,1
